"userid","ope","con","ext","agr","neu","item_level","blocks","date"
"01383b5007fc9b1dd079d243b791b1bc",4.0,2.5,2.75,3.75,2.0,1,20,""
"0138614d0927f87d250dc9e9cad95226",4.0,3.5,4.25,3.0,2.75,1,20,""
"01395b2b6f42c6afe86f1dee9a0effec",3.7,3.0,2.35,3.95,2.5,1,100,""
"013a298387caf49af510930064ec44ff",4.5,4.75,2.75,4.25,4.25,1,20,""
"013b4ccd56935317cbc41af1cab59d35",3.5,3.75,2.75,3.25,3.0,1,20,""
"013c6c5a93718774a56b0ea8884c8a60",4.0,4.5,3.5,4.0,1.25,1,20,""
"013d1185e1d9627674dbf8bae15c03a2",3.25,2.5,3.0,4.0,2.25,1,20,""
"013de369b4865f8533c80c1adac3aaa0",4.05,3.8,3.8,3.4,2.95,1,100,""
"013e209a7932b8468f343eb51ae4496d",2.0,4.75,5.0,1.5,1.0,1,20,""
"013e43ae20d2d1dc599f1e7f7fd9f768",3.5,3.2,2.3,4.3,3.0,1,50,""
"013eda4fae1dd7602737e423addab30d",4.79,2.64,3.71,4.21,3.36,1,70,""
"013fb1462c8cf731aa32ef05df27d78a",2.0,3.25,3.67,3.75,2.0,1,20,""
"013fcd9f9b1ecae0b7eb205854338d5c",4.55,3.2,4.45,2.5,2.4,1,100,""
"013fd594d367157803605f5e8b36115c",4.55,4.55,4.1,4.75,1.74,1,100,""
"0140b0eb2dbe2a755988077cc01934e2",3.75,4.25,3.75,4.0,2.25,1,20,""
"01416394fb4e2a533619dfeaf24cc8d6",3.95,3.25,2.95,4.05,1.9,1,100,""
"0141b2213eb7e015265a864b4776a0e4",3.67,3.67,3.67,3.67,2.0,1,30,""
"01422f34752273d969b81987ea47164b",4.25,5.0,4.75,4.25,2.0,1,20,""
"0142da7468f6292ffce8c10f13e4c682",4.6,2.9,3.55,3.4,1.5,1,100,""
"014353ed0b22159572b83f83cc84ac95",4.58,2.65,3.2,3.65,2.1,1,100,""
"0144f4dfb0c4759ade028bbdb8607c3a",5.0,3.25,4.0,4.0,2.5,1,20,""
"01450ee52650a73d06c24f8c00a71e2a",4.1,3.0,3.55,3.95,4.2,1,100,""
"01454de64b7ecaa40be4ecc78b095857",3.0,3.25,4.25,2.75,3.5,1,20,""
"01467ca36809dd9eb34c0ae70416cd6f",4.33,3.05,4.2,3.25,2.16,1,100,""
"01468123353151b9e59806a9a6dcc35a",4.25,4.25,4.25,3.5,2.5,1,20,""
"0146cd7ee03caf4a7ade29c16c360258",3.0,3.25,4.5,2.25,2.0,1,20,""
"0146fbd9c52c7ca4ae4965df7c99b5a4",3.75,5.0,2.75,4.75,1.5,1,20,""
"0147ace0fac92b6e52936b906c3e1303",2.75,2.5,3.25,4.5,2.5,1,20,""
"0148dabbde5ba7df27d661cbbbfeda49",3.25,4.5,3.75,3.75,2.25,1,20,""
"0149cebb089ca96a486f10df24dbfec2",4.25,2.5,4.25,3.0,3.25,1,20,""
"014c69926d676663bb7bcaccc59390aa",4.25,3.25,3.5,3.67,2.25,1,20,""
"014d3abb4e7892c12aea0f284e570982",4.5,4.75,3.5,4.0,2.25,1,20,""
"014e7bb201b5037b8a342f9e6110723e",3.5,3.75,4.0,4.5,2.75,1,20,""
"014eae6874bb05452ff715654ed8120c",4.75,4.0,4.0,4.0,2.0,1,20,""
"014ece124b71d30919b5a8e86d86207b",3.75,4.5,4.5,3.0,2.75,1,20,""
"014f19901a625d41ef22cec81bc9cd5e",4.2,3.1,2.35,4.05,1.2,1,100,""
"014f311dbd3db4a913a8dd5d8156dce1",3.0,2.25,2.5,3.5,3.75,1,20,""
"01520e3396bd1f731e1a493590a843be",3.75,3.0,4.0,3.5,1.75,1,20,""
"0152861dfe53c206ffc69eca66e607c5",4.35,3.5,3.5,3.7,2.75,1,100,""
"01530624766b3be63c7709c6581c335d",4.5,3.0,3.25,2.75,3.5,1,20,""
"01533a53d5674bdd8c29a3d23ccfe2a1",3.75,2.5,3.25,4.0,3.0,1,20,""
"01543bed20e04448e0c02574d52b99a4",3.17,3.5,2.5,3.33,3.33,1,30,""
"01547f59490a5d86aa5cf1fd0080f6b4",4.0,2.75,3.75,3.5,4.5,1,20,""
"0154a5a60c2f6357f511bbdae5e18bbf",3.16,2.9,3.5,3.45,2.75,1,100,""
"0154f0ddcf5d356dce0016b5fa3b5b42",3.3,2.45,2.4,3.2,3.35,1,100,""
"015575b54744ea56ada5182c4093b138",4.5,2.5,3.5,4.25,3.25,1,20,""
"01563c26a6052f55f91ebe4636625471",3.75,3.75,2.5,3.25,2.25,1,20,""
"0156794398f63d8fbb217f0388ea2c97",4.5,4.25,4.0,2.75,2.5,1,20,""
"0156ba766e276bc864fd70812c29a66c",4.25,1.5,3.5,4.25,3.67,1,20,""
"01572d3dfb49bd971f79da05b6eceeb9",4.0,2.5,2.5,3.0,3.75,1,20,""
"015898fed3558c9c5141ae1e8f1d0b6c",3.0,2.5,2.5,3.75,3.25,1,20,""
"015a07ba2aea9aa68acf5775490783e7",3.25,3.33,2.25,4.25,2.25,1,20,""
"015a4b0c25ad7c6abfa0e2aea26e8bd5",2.67,3.5,2.75,4.25,1.75,1,20,""
"015b6c6fa22b15114a4bbbfb8bc6d405",5.0,3.75,3.25,2.33,3.5,1,20,""
"015bd414ecadaf7f828050f541647886",3.25,3.0,3.0,3.75,3.0,1,20,""
"015c0bd4a43f26130975c870825a3fac",3.25,3.25,3.25,4.75,3.0,1,20,""
"015c8daa55718af9d62bc8b6dc78d34c",3.75,3.25,4.5,3.25,4.0,1,20,""
"015df5426f520ab5ecda296aa2b8365e",3.7,3.8,2.05,3.3,3.3,1,100,""
"015f84c4088fd5039f367cc5f73b5eca",3.8,3.45,1.85,4.0,1.95,1,100,""
"015fa8076e3ec7f31df2f344cc6b8964",4.5,3.0,3.25,2.75,2.5,1,20,""
"01601a3499b9809d3fd8cd5b90b00e8c",4.0,4.25,2.75,4.25,2.25,1,20,""
"01606b77dc9f7f7111384140acef4458",4.0,3.35,3.0,3.45,3.0,1,100,""
"01615a43f7c0422b90b9631f5c9bcc51",4.29,4.36,3.79,4.21,2.36,1,70,""
"0162bd84eca2bdc84f81d32a20e2f660",4.25,3.0,3.0,3.75,4.25,1,20,""
"0162d044131792612d05c0c5570c1608",4.75,3.25,4.5,3.75,3.75,1,20,""
"01638cc5167c1cb0d662476f297a9a51",4.0,2.75,2.5,3.33,2.75,1,20,""
"016395f35abdf74f09243c654604c23d",5.0,4.0,3.25,4.25,3.25,1,20,""
"0163a4e7b57c531adb5e29604590dd1b",3.25,3.5,2.75,3.25,3.5,1,20,""
"0163cee9f68517572e696e0bd7f1e607",3.86,3.86,4.71,4.29,1.29,1,70,""
"0163fb1fe5fdd08743cef95eae75b9c0",4.5,3.75,2.25,2.25,3.25,1,20,""
"0164ada889afec9e8065aad4b8575a04",4.75,4.25,2.25,3.25,2.0,1,20,""
"0164cee6c2cb22671072d95f7e58027c",3.42,3.75,3.5,3.67,2.33,1,60,""
"0164ed8a79fa7e319cb7c42ebc7d6f35",3.1,3.65,3.7,4.4,2.0,1,100,""
"0166597e6f5295212f5f66d14d4aaf74",4.5,1.5,4.25,3.75,2.75,1,20,""
"016765936c02f003b7546aa0769de847",4.0,2.83,2.83,3.17,3.0,1,30,""
"0168ec0bee7bd51dbbe0e6dd7107a2cf",4.5,3.0,2.0,4.0,4.5,1,20,""
"0169b89437f7b4745733c39133ee2d4d",2.75,2.75,3.75,3.25,3.0,1,20,""
"016c1c8735075b87599d10cf09185b33",4.25,3.0,3.67,3.75,2.0,1,20,""
"016c819c6d581e8e340aa6dff958c436",4.13,3.88,4.38,4.0,1.63,1,40,""
"016de1d9d12fdf2126afb4dc656f6d8b",3.25,3.0,3.0,3.75,3.25,1,20,""
"016e26e15b277f059fbcbf6ad1691892",3.5,3.0,2.75,3.25,3.25,1,20,""
"01700251f570941374eba18ef51bdd4b",2.5,3.0,3.0,3.25,3.0,1,20,""
"01705f4f4005b51667837495fe9b25ba",3.75,3.25,3.0,4.75,2.25,1,20,""
"01718bb4f55e2ff3c4b35c1fed8d00dd",4.25,2.5,2.5,5.0,2.0,1,20,""
"017268b02b904df3247d56c2818ed3a3",3.25,3.0,3.5,4.25,3.25,1,20,""
"0172922f2626c9852062708cf829d90e",2.5,5.0,1.83,2.0,2.33,1,30,""
"01730a2311108f5bcb95f0c8f4f48946",4.0,5.0,2.0,4.25,2.5,1,20,""
"017498912d4a11d8c89d23c3c8eb0317",2.5,3.0,2.25,2.0,5.0,1,20,""
"0174baadd63f039c449c96cf4794ea1f",3.45,3.8,3.0,2.9,3.9,1,100,""
"0175ceed0d76f828d92b77e2d2a3ca80",3.25,2.25,4.0,4.0,3.5,1,20,""
"0175dfb58ecadd130725696e7f8747e8",4.14,3.25,4.13,4.25,2.13,1,40,""
"0176074c66c090f6ab76ec7501c9e9c1",3.5,4.0,4.0,4.5,2.25,1,20,""
"017625a618926cab8edbec7bb40aaea6",4.25,2.25,4.0,5.0,1.5,1,20,""
"017772dc4dc1bafbd2dd5b09ab291494",4.0,4.0,3.5,4.25,1.75,1,20,""
"0177e7a57c6fff629e4eb649da3e578b",3.38,3.38,3.5,3.0,3.75,1,40,""
"017847c7d724e4a46ae456c6a2a0b6cf",4.0,2.75,3.25,3.25,2.5,1,20,""
"0178a79fc8ef98c80b4c161dd4a9b073",4.0,3.5,3.75,3.25,4.75,1,20,""
"0179276b3ad40dfeb90dd2ea9c49c1b6",4.6,2.4,3.3,3.2,4.2,1,50,""
"017963d9020a4307070ec71482647283",4.05,4.55,4.55,3.95,1.8,1,100,""
"017973d6d25e027838be8819e11f9799",3.13,4.5,4.88,3.38,2.0,1,40,""
"01797e2709b8137e0ee04ac06adc87e3",4.75,3.6,3.8,3.9,1.6,1,100,""
"017a5ab8a244bb20896a956967855f38",4.7,3.7,4.45,4.0,1.95,1,100,""
"017b1f2372884754963137e898aad366",3.0,4.25,2.75,3.75,3.75,1,20,""
"017b3b2be6ec9a0916f55ada88a18239",2.6,2.0,2.0,2.3,3.95,1,100,""
"017b4f84682b9d8fd9e09a0ba53912da",4.35,3.2,3.35,2.85,2.55,1,100,""
"017b588668cf66f8fee53b64374f7780",2.0,4.0,3.5,3.0,3.0,1,20,""
"017b5d2be23b081eb79e471c6819d748",5.0,4.0,3.67,5.0,2.0,1,20,""
"017b6918326c51ec69a34283bbab9264",3.75,3.75,2.75,3.75,2.0,1,20,""
"017dc67c0480b523ac91400c7b293e51",3.5,2.9,4.15,3.85,2.65,1,100,""
"017e9cfe797c2709046f054f70807aab",2.25,4.25,2.0,2.5,2.75,1,20,""
"017f74555952b5dd3275552f81051d14",3.25,3.25,2.75,4.0,2.0,1,20,""
"018029988b1f1e580bd9d1c749dd40e9",3.25,3.25,3.0,3.25,2.75,1,20,""
"0180a0af2a3983f9701fcf76f33e70e0",4.5,1.0,2.0,4.5,3.75,1,20,""
"0181832aa1b8bded7c444e9ad9336087",3.75,4.0,2.0,3.5,3.5,1,20,""
"0181b78f46564b33efceac8c3a460297",4.5,3.75,3.25,3.75,2.75,1,20,""
"0181d006a0a87c6a1ecfc3a31c8ab656",3.25,4.25,3.33,4.67,1.75,1,20,""
"01831538d1477ee87c2bcb5b58cffbde",3.83,2.67,3.5,4.67,2.0,1,30,""
"018346ac268a90bf38fee88892da36e6",4.0,2.75,5.0,2.0,3.0,1,20,""
"01839465c95c22846e5bfde5b0e1fc98",2.6,3.8,2.75,2.85,3.85,1,100,""
"0183952cf2a33cfcd0bc166f1fb52fb2",3.25,4.0,3.0,2.33,2.25,1,20,""
"01839a0da3880893e2f2db57e7d79f43",3.3,3.55,3.9,4.15,1.85,1,100,""
"01850f5dbb9967bcdeb17fdee8405165",3.25,4.25,3.75,2.25,4.0,1,20,""
"0185247d3030fdb8d4da989a5363c147",4.5,4.0,3.25,3.75,3.0,1,20,""
"0185a1581ac8b831f02fd843579c722e",2.75,3.0,3.75,3.0,3.25,1,20,""
"01864cdc57e46ea1b5f3c35308d1a010",4.17,4.0,2.5,3.67,1.83,1,30,""
"0186593760e59fa8d08695dfa8df2ff5",2.25,2.0,2.25,2.33,2.0,1,20,""
"01867cd40e253f4b053a24b6b6a8b75f",4.75,2.5,2.25,4.75,3.25,1,20,""
"018720ca4a615e6e15ddf4c87269109c",3.0,3.5,2.75,3.5,3.0,1,20,""
"01874acd80848813778307ef27c9a6c4",3.75,3.0,3.25,4.25,2.25,1,20,""
"0187c103cb30be34b2ce7ec2c7f9b3b1",2.5,3.5,3.0,2.75,2.5,1,20,""
"0187d50a28a7c26279e855aa16973aff",3.75,2.5,4.0,3.0,4.0,1,20,""
"018870c8df476c6b9c1b22c8fd8e3929",4.45,3.95,4.3,3.8,1.25,1,100,""
"01895aed1d41234a5f7ab49686d2dd02",3.7,3.25,2.9,2.45,4.0,1,100,""
"0189cd6926706340563de33c392d5e4c",4.7,2.6,3.5,4.0,2.3,1,50,""
"018b06a8683bc9e7333b807a3836b56c",3.6,3.2,1.6,3.3,3.0,1,50,""
"018c4cc64f4e1bc1f9b60897e141c73c",3.8,3.15,2.42,3.75,2.9,1,100,""
"018e1a051e77e3bad5842b686aa250d9",3.75,4.0,4.5,4.25,1.5,1,20,""
"018ff2257ea2bef01b21b2cb3c2d28c7",4.1,3.9,3.75,3.5,3.47,1,100,""
"01905712f0ad05b110fd9c00115f0edc",2.92,3.75,3.58,3.5,1.92,1,60,""
"019061e0c53c55f9242522fec827a87c",3.85,4.35,2.42,4.58,1.15,1,100,""
"0191b5faf57f45624d845e8828f02cd4",5.0,3.25,3.25,3.75,2.25,1,20,""
"0191bfcfc4186f1d9252d60a97f54c6a",4.1,4.1,4.95,4.2,2.35,1,100,""
"0192bde5c5935cea598f675e74652284",4.3,3.5,4.11,3.75,3.05,1,100,""
"0193ee4e8def179ec992590993adfc95",3.5,2.9,3.15,4.3,2.05,1,100,""
"0194688e787fc19349bce1041c5d8eab",4.5,3.25,2.5,3.0,2.75,1,20,""
"019505e56a3da5a96da16ddd584e2101",4.6,2.7,4.1,3.45,1.95,1,100,""
"01957f545ab56bd162387c4a33c2a5cc",3.13,3.69,2.31,2.94,3.56,1,80,""
"019822bbb886b347a727fc5faa98b054",4.0,4.5,3.5,2.5,2.25,1,20,""
"0198a0e2fcb20bd855fa2167a27f32d6",4.3,4.15,3.89,3.3,2.47,1,100,""
"0198c9b7609400e0347940ced46392e3",2.25,3.5,4.0,4.25,3.25,1,20,""
"0199cc577ac0a6fea30a28408c84cf2e",5.0,3.25,3.25,3.0,3.75,1,20,""
"019ac5d57f3fd308444a0647c95fdab0",4.35,3.1,3.3,3.3,3.4,1,100,""
"019b8563201963a9c5b937825d162902",3.25,2.85,2.3,4.65,3.35,1,100,""
"019bb188aa67346421990c48d779feed",3.75,3.44,3.88,4.0,2.38,1,80,""
"019bf266a464d55b17af668e83454f1f",3.25,4.25,4.0,2.5,1.5,1,20,""
"019bf3e9f208301580945aea7063339a",4.25,3.5,4.75,2.5,3.0,1,20,""
"019cf1f8ac14836c270905af76f8c1dc",3.33,2.75,2.83,3.33,3.25,1,60,""
"019d5f43d458cceaffde6a922c62e7cd",4.05,2.6,3.6,3.95,3.6,1,100,""
"019d659a18ba2c797cf5919d43467953",5.0,2.25,2.25,2.75,2.75,1,20,""
"019f34df30c82afd4cad4532fb5c4955",2.75,2.0,4.0,2.75,3.75,1,20,""
"01a0a66893739e10fb449e41e2c0ff2c",4.3,1.8,3.9,3.8,3.0,1,50,""
"01a0e246097f91e0d61265426260e094",4.0,3.75,2.5,3.75,3.33,1,20,""
"01a17db66ee507e558b420e324ec9429",3.5,3.5,3.5,2.5,3.25,1,20,""
"01a24f8463124e5f78d76d50bad7f474",3.25,3.25,3.75,4.25,2.0,1,20,""
"01a2b8da90f5a5ca510fafc739c2edd0",4.1,3.4,3.05,3.1,3.45,1,100,""
"01a43465ac99c17af8a0dd2c345fcc65",4.25,3.0,3.75,2.5,3.5,1,20,""
"01a46f6a8228a794d7ba00d3806f2243",4.25,3.5,4.0,2.25,3.0,1,20,""
"01a51066fd3feec23b83cbc800daa998",2.25,2.75,3.5,2.5,3.5,1,20,""
"01a58cb7e673b2ced518ed5634bec84c",3.5,2.5,3.75,3.5,2.25,1,20,""
"01a65872b6405cc3e724c2bff3f99aec",4.5,3.11,3.85,3.35,3.26,1,100,""
"01a69bd41fe3ec97a7184b2d9d258b34",3.21,3.64,3.71,3.5,2.21,1,70,""
"01a70e0a1bb2b41cfe8ed7ef313ddfb8",2.25,5.0,4.5,3.5,3.0,1,20,""
"01a76874e935e1d1d67d219077c373c3",4.25,4.0,4.5,4.25,2.75,1,20,""
"01a89f5aff09fcb4a6e98ec42a74b728",2.75,3.5,3.75,3.0,2.5,1,20,""
"01a93f36d99c8edc496cc619e1cfbdf3",3.55,3.05,2.05,3.1,4.0,1,100,""
"01a9e092e507458a56cb22377d0bbbfa",4.33,3.67,2.83,2.67,3.17,1,30,""
"01aa5850983e7d90cff063742470b747",5.0,3.75,4.25,4.25,1.75,1,20,""
"01abac05e8e8d939e472c6830ea93dc4",4.4,3.3,3.7,3.4,2.5,1,50,""
"01ac4aac2e208f43c9897f79aabcd04c",4.0,2.75,3.5,3.25,4.0,1,20,""
"01ac67dafeabd486ae6cd3b4adc6f5ad",4.0,3.0,4.0,3.5,3.25,1,20,""
"01acca99acc2c15b5448e35319894818",4.15,4.4,3.55,3.6,2.4,1,100,""
"01acf579f0c1bc2de7df28249fb0e338",3.25,3.75,3.25,3.67,2.25,1,20,""
"01ad1554b3082762a28075f767f400f4",3.8,4.1,3.2,3.8,2.7,1,50,""
"01adb20ede5c44c6ad6e2b9f3abc15b0",2.5,3.67,1.5,2.75,3.75,1,20,""
"01ae60cedcc8eebb57edb4e6bb907ee7",3.25,1.75,2.25,1.75,4.5,1,20,""
"01aeba1f3d3c9e0660d57c109698698f",3.85,2.9,2.35,3.15,3.7,1,336,"2011-05-18"
"01aeee3ddcc1488a9427a91ba0622ff1",4.5,2.25,4.5,4.0,3.25,1,20,""
"01af7a03f0a50b6bd3365011a768fdb7",4.2,3.65,3.35,3.4,4.15,1,100,""
"01af7a18ebabf8e3138960f569f0d1f0",3.25,3.75,3.0,4.0,1.33,1,20,""
"01afeeb31a01f4ecfd00265ec00cd0a3",3.7,4.0,3.5,4.25,1.7,1,100,""
"01b11f461d113baa5bcc80e874283eaa",4.5,4.5,4.75,3.0,1.75,1,20,""
"01b217185f9a9bac535b606670420c80",3.75,4.25,4.5,3.25,3.5,1,20,""
"01b318842273007fbc7e250b493fd541",3.0,3.75,3.0,4.0,3.75,1,20,""
"01b31ca541daea05250b956d2dade280",5.0,2.75,3.75,2.0,3.0,1,20,""
"01b6b343e30e337746831e2a2fe67a99",3.75,3.0,2.5,2.75,3.5,1,20,""
"01b816af69ec0fd038918dc86c5a4275",4.33,3.83,4.0,3.67,3.0,1,30,""
"01b9859f5b8f79f3c7f40b374717e306",4.75,3.0,3.75,2.5,2.33,1,20,""
"01b9862f202e2952b7ebe00883265197",3.25,5.0,4.75,4.75,3.0,1,20,""
"01b99408ecbb861ed3d7431410739977",4.0,3.5,4.0,2.25,3.25,1,20,""
"01b9aac4f35dd738d266e603dc2c97d7",3.2,4.4,3.6,4.3,1.75,1,100,""
"01b9ac33b15513896ea09f2850ab5816",3.0,3.75,5.0,3.0,2.5,1,20,""
"01ba205439e86d59791430a0f87779ca",4.17,4.0,3.17,3.6,1.83,1,30,""
"01ba74519e0b285143e809bc2835d480",3.85,3.55,3.85,3.55,3.3,1,100,""
"01babde58e32e8bdaa2975610e05f2b4",4.15,3.25,3.6,3.2,2.25,1,100,""
"01bb72610f2b5382ff3df64777a8871d",3.75,2.75,5.0,4.5,4.0,1,20,""
"01bb8350669beab3ed4c300fa2def87e",4.75,4.25,3.5,3.25,2.75,1,20,""
"01bc2dc9195439bc36e9671994c92523",3.5,3.25,5.0,2.0,2.0,1,20,""
"01bcdfd8959dcc57ad6ba8ca1e2b93af",3.0,4.0,3.33,4.0,3.75,1,20,""
"01bcee18920c8eb707128ea6938e9527",2.25,2.5,3.0,3.75,3.25,1,20,""
"01bd203a9e359f6a18751527297123a2",4.75,1.75,4.0,4.25,3.25,1,20,""
"01bd38ded5e037fdabfbb2c4bd585935",3.0,3.5,3.75,4.25,2.0,1,20,""
"01bdf23960fbe63675f9fa6015c414bf",4.0,2.75,3.0,4.5,2.75,1,20,""
"01bdfc591f9345a9c2336650a0b1c6d8",5.0,5.0,4.25,2.25,1.25,1,20,""
"01be0a37ad04db438404b781aae8a60f",4.17,3.5,3.5,3.0,3.17,1,30,""
"01be5f9e18b81927d6d7ef7ddb140f1e",3.75,3.5,3.25,2.75,3.75,1,20,""
"01bec80d8a246d0adbba8470a3855c56",4.5,5.0,4.75,5.0,1.25,1,20,""
"01becf049cf5a043e6631989ab41e912",4.0,4.75,4.0,3.5,2.0,1,20,""
"01bef279e1fcb22aa9eb1d035e0e65ec",3.0,4.5,4.5,4.5,1.5,1,20,""
"01bf234dba44babf30a26d1c74b13338",4.75,4.0,3.5,3.5,3.25,1,20,""
"01bf3d265313ca717286ee7b4431c181",4.0,4.0,3.25,4.25,2.75,1,20,""
"01bf4203edb85abf053b62689ae9360b",4.7,4.2,3.2,3.05,3.15,1,100,""
"01bf706eefa5c405f984f674a49a2cea",4.0,3.25,2.5,4.0,2.0,1,20,""
"01bf736564db5a00f703d88070852000",4.15,3.75,2.35,3.4,4.3,1,100,""
"01bfecd3b39b0ced97dff374a092b98a",3.4,2.95,2.2,3.7,2.0,1,100,""
"01bfef534fed3a7c5271b4ea4f737202",4.7,3.85,4.55,3.1,1.89,1,100,""
"01c02aada76eec7f7d7939eab1b91671",3.6,3.4,3.15,3.9,2.8,1,100,""
"01c06e16a1acae2ff948f2a323c6b69b",4.0,3.75,5.0,4.5,1.75,1,20,""
"01c099b3973a4cc1323bc0df012d241a",4.2,4.0,1.65,3.32,3.2,1,100,""
"01c1181c6987c9310f76977136646846",2.5,3.5,4.0,2.33,2.75,1,20,""
"01c13845d6fab9dfd70a109734f1f360",3.75,4.0,5.0,4.25,2.25,1,20,""
"01c1d30bf6d58713fa4547d277b6a59e",3.5,2.5,3.0,3.5,4.25,1,20,""
"01c1e88ffe99a2edb2292bcb5dea0ae3",3.6,3.47,3.74,3.95,2.95,1,100,""
"01c40874cb1c9230c4d5ad6cd9cbcde6",4.25,4.0,2.5,5.0,2.0,1,20,""
"01c41fb8d8a33e01d69c23887327aaf7",4.75,2.25,5.0,3.5,2.25,1,20,""
"01c44a0ad22c136fd730eb5584021d1b",3.25,3.0,2.0,3.0,3.75,1,20,""
"01c60147b26dd44082d1613d00636dc6",2.5,4.33,3.0,3.0,3.25,1,20,""
"01c6a5afbcb9788a64a98833f23dab10",4.0,2.5,4.0,4.25,2.0,1,20,""
"01c6a6eff65da1130d2dcd347abd4b60",4.5,3.0,2.75,2.25,2.0,1,20,""
"01c6d40ff4840f470e5b2639094a3b09",4.5,3.25,3.5,4.25,3.0,1,20,""
"01c6e7f02c6e45fae3c92fa03c0f4aca",3.75,2.5,4.0,2.75,2.75,1,20,""
"01c7138c775d5f6a05f6305c5cbc418c",4.0,4.25,4.25,3.75,3.25,1,20,""
"01c78bd5e529efa455f303dff9be54ba",4.95,2.1,3.4,3.85,2.6,1,100,""
"01c80c275b2d28979ee4d1ac12e5d12e",3.0,4.0,2.0,3.5,2.0,1,20,""
"01c8436c4c837c7c3cdbc7c0b47db056",3.67,3.67,3.5,3.5,3.33,1,30,""
"01c8dc86ad4e99dfcfe9da5c364e1f6e",3.25,2.75,4.25,3.25,2.0,1,20,""
"01c8df9d137e002e67b763126a60b014",3.7,3.06,4.45,2.45,3.85,1,100,""
"01c96e4d88fcd878abbcd1a3f77cab15",4.25,2.75,4.0,3.25,3.5,1,20,""
"01ca0bee5ab2dd5169a2f3f07ebc1bd8",3.95,3.45,3.65,4.0,2.65,1,100,""
"01ca1b4b8e2b8a621a6bf3d94c98651f",3.75,3.15,1.85,3.2,4.15,1,100,""
"01ca6c2ee2ec723008119c32416bb42e",3.0,3.0,3.0,4.0,3.25,1,20,""
"01cb14adbdfc7249955feffcecb79edb",4.67,3.5,4.83,2.33,3.17,1,30,""
"01cb2ebb310b2d88bcf8a4f5faf6ab60",3.25,3.75,2.5,2.5,3.25,1,20,""
"01cb5e37d28b3067f2a9c0872355458b",3.33,3.17,4.5,4.0,3.33,1,30,""
"01cc145eed9615d28623d77c115a2b20",3.0,4.25,4.25,4.25,1.75,1,20,""
"01cc61677d520a7165b5755c807ae35b",4.2,4.15,4.78,4.26,1.7,1,100,""
"01cd78354783d8f4eff6e7af3db24985",4.5,3.5,3.0,3.75,2.0,1,20,""
"01cdca6d559314dd45a0dedf74c9e1db",4.75,2.25,2.5,2.0,1.5,1,20,""
"01cde7066124870b52e1aba7d23f142b",2.83,3.33,1.67,2.17,2.83,1,30,""
"01ce145df64d7de4ed5bd55e4171f606",4.5,2.25,3.0,4.5,2.0,1,20,""
"01cf307503a2e0bb5d00ffa88d6d75a6",4.0,3.25,2.75,4.33,2.0,1,20,""
"01cfd178c71c76b52eb3145525196018",4.25,3.85,3.3,3.6,2.25,1,100,""
"01d0ca132de5f2652033a92fefd61f21",3.25,3.75,3.75,3.0,2.5,1,20,""
"01d1021600d554d626a4e9c71251f074",4.75,4.5,4.5,4.25,2.5,1,20,""
"01d106c31e4c41908ddf7d10b58a2eb0",4.2,4.05,4.5,3.85,2.0,1,100,""
"01d113f5566b6f215f61734482e8ce92",4.6,2.3,4.05,4.05,2.55,1,100,""
"01d114656b022690ca16dcef3249b659",3.1,3.6,1.9,2.9,2.7,1,336,"2010-05-11"
"01d14841df9abd17e4bff7a969bd8289",4.07,4.06,4.19,3.88,2.25,1,80,""
"01d29d6ca46e2e30d41bce809bdb1bca",4.25,3.75,2.75,4.0,2.5,1,20,""
"01d39056f0e7cee3c2589fc783c534a1",3.25,3.0,3.25,3.75,4.0,1,20,""
"01d4246a7e8e488a45a3daba2d824433",3.75,4.25,4.0,4.25,3.0,1,20,""
"01d4929cc6f53496565de442f507d0d3",4.5,2.33,4.17,3.83,2.67,1,30,""
"01d49cb15bb94cdb66a40da28db60465",3.75,2.75,3.75,3.5,4.25,1,20,""
"01d4d27eaa944e5e16440cf3b3e99c87",4.0,3.5,4.25,4.0,2.25,1,20,""
"01d55742572018e69ae0c116b5477bdc",3.65,2.45,2.6,3.55,3.5,1,100,""
"01d5b5cd805194ab7219100834fb480d",4.15,2.7,2.95,2.15,2.4,1,100,""
"01d6badcd5eb4fa6c20b879b61aee456",4.25,4.5,4.0,4.5,2.0,1,20,""
"01da2ccbee76e2762bdfd543c7874a39",4.25,4.25,1.25,1.25,3.1,1,100,""
"01db3ff7d09973a4f344ef12ea61b419",4.36,3.57,4.36,3.43,3.29,1,70,""
"01dbe7a4959682cb2dc9b8ae942e91cf",3.0,4.25,4.5,3.5,3.75,1,20,""
"01dc369dad25ff0eecc13ee7eb00225a",2.75,3.5,3.25,4.5,2.5,1,20,""
"01dc4dae2c5d806dd3ac7bd071a1f3d5",4.25,4.5,3.0,4.0,3.0,1,20,""
"01dda318debf8956eb01b2c89d5bd58b",2.75,3.25,4.0,4.0,3.0,1,20,""
"01dda5db6af73ffcb562da15371da1f9",4.0,2.67,4.0,4.75,3.75,1,20,""
"01deb676cc92778e12c920fe7aa36fd7",4.75,2.0,3.0,1.75,4.0,1,20,""
"01df2619c10695d9271b80cc3bfd12b1",4.44,3.5,3.44,3.65,1.78,1,100,""
"01df4a9d202851926f4beb0a6e8be598",2.5,2.5,4.0,4.0,2.75,1,20,""
"01e0182772ecaf7d4ee7142622d7aa02",3.67,3.0,3.75,3.75,3.25,1,20,""
